part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id,
1,test16_part1_1,https://estudyme.hoc102.com/legacy-data/kslearning/images/603578466-1620201040806-screenshot2021-05-05144817.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/26/11929770.mp3,16,
1,test16_part1_2,https://estudyme.hoc102.com/legacy-data/kslearning/images/251172887-1620200678517-s1t1q5.jpg,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/26/64225391.mp3,16,
1,test16_part1_3,https://estudyme.hoc102.com/dev/2022/08/03/17880627.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/08/03/11449414.mp3,16,
2,test16_part2_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test08_0201.mp3,16,
2,test16_part2_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test08_0202.mp3,16,
2,test16_part2_3,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test08_0203.mp3,16,
2,test16_part2_4,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test08_0204.mp3,16,
2,test16_part2_5,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test08_0205.mp3,16,
2,test16_part2_6,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/97067174.mp3,16,
2,test16_part2_7,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/38921687.mp3,16,
2,test16_part2_8,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/41360742.mp3,16,
2,test16_part2_9,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/72604498.mp3,16,
2,test16_part2_10,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/7241404.mp3,16,
2,test16_part2_11,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/97478810.mp3,16,
2,test16_part2_12,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/27172836.mp3,16,
2,test16_part2_13,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/47357955.mp3,16,
3,test16_part3_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0301.mp3,16,
3,test16_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/37394953.mp3,16,
3,test16_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/36514920.mp3,16,
3,test16_part3_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/45418686.mp3,16,
3,test16_part3_5,https://drive.google.com/file/d/109chkKnB-Rx_1UjZYe_8bJMnPROb3mhN/view?usp=drive_link,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0313.mp3,16,
3,test16_part3_6,https://drive.google.com/file/d/17-8a0yOvgXDqv2SY1m5wVDFTvMIpqoct/view?usp=drive_link\,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/440276.mp3,16,
4,test16_part4_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/08/25/75178428.mp3,16,
4,test16_part4_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/46912061.mp3,16,
4,test16_part4_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74661097.mp3,16,
4,test16_part4_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/25840270.mp3,16,
4,test16_part4_5,https://drive.google.com/file/d/1LkyQWzY8bB7R2R4_R469nNUyknw2v_T5/view?usp=drive_link,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/33811681.mp3,16,
5,test16_part5_1,,,,,,,16,
5,test16_part5_2,,,,,,,16,
5,test16_part5_3,,,,,,,16,
5,test16_part5_4,,,,,,,16,
5,test16_part5_5,,,,,,,16,
5,test16_part5_6,,,,,,,16,
5,test16_part5_7,,,,,,,16,
5,test16_part5_8,,,,,,,16,
5,test16_part5_9,,,,,,,16,
5,test16_part5_10,,,,,,,16,
5,test16_part5_11,,,,,,,16,
5,test16_part5_12,,,,,,,16,
5,test16_part5_13,,,,,,,16,
5,test16_part5_14,,,,,,,16,
5,test16_part5_15,,,,,,,16,
6,test16_part6_1,https://drive.google.com/file/d/1IIhJjkNqZVztGTKuMW-zjVepgsjoicAM/view?usp=sharing,,,,,,16,
6,test16_part6_2,https://drive.google.com/file/d/1rGsRHox_tSPp-VlAQX68gipvLeYY83a_/view?usp=drive_link,,,,,,16,
7,test16_part7_1,https://drive.google.com/file/d/1pf81-FCA-HpJGbyPUWYfZWzzBH5uenZX/view?usp=drive_link,,,,,,16,
7,test16_part7_2,https://drive.google.com/file/d/1zJoSWKndKzD26Ez-6eaghI4r8H8n7Xno/view?usp=drive_link,,,,,,16,
7,test16_part7_3,https://drive.google.com/file/d/1Wc8ghGVx-rgggxDB25eQHp3KBeCKYOL6/view?usp=drive_link,,,,,,16,
7,test16_part7_4,https://drive.google.com/file/d/1b2SXuNAw7dbhuUPeIqxFET2ykLeuR4qO/view?usp=drive_link,,,,,,16,
7,test16_part7_5,https://drive.google.com/file/d/1ZVFAbiZlK0xWaH5aLGxADC2tvD-KoSsZ/view?usp=drive_link,,,,,,16,
7,test16_part7_6,https://drive.google.com/file/d/1MPKPnRjfFGV9putwK5GFiUL8YeSew2T_/view?usp=drive_link,,,,,,16,
7,test16_part7_7,https://drive.google.com/file/d/10hGOGxnzBJUYo5Rd2bsWT3WxLYxhxhEB/view?usp=drive_link,https://drive.google.com/file/d/1gdmBL1vYapP96DFHQNO0Es2TwLWGV3Wk/view?usp=drive_link,,,,,16,
7,test16_part7_8,https://drive.google.com/file/d/18L9sBojAW9i9J59iyuCkeUl5ESo6t6rU/view?usp=drive_link,https://drive.google.com/file/d/1n1RhJr0k5AO6aXr4zMmEsUFbIiMz8U36/view?usp=drive_link,,,,,16,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
