part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id,
1,test6_part1_1,https://estudyme.hoc102.com/legacy-data/kstoeic/images/7354108_1564544432903.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0101.mp3,6,
1,test6_part1_2,https://estudyme.hoc102.com/legacy-data/kstoeic/images/1450720_1564544447781.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/89709001.mp3,6,
1,test6_part1_3,https://estudyme.hoc102.com/legacy-data/kstoeic/images/2332404_1564544448921.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/54907318.mp3,6,
1,test6_part1_4,https://estudyme.hoc102.com/legacy-data/kstoeic/images/6786394_1564544450886.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/30878401.mp3,6,
1,test6_part1_5,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3321079_1564544452483.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/91065056.mp3,6,
1,test6_part1_6,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3267850_1564544453788.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/900730.mp3,6,
2,test6_part2_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0201.mp3,6,
2,test6_part2_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0202.mp3,6,
2,test6_part2_3,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0203.mp3,6,
2,test6_part2_4,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0204.mp3,6,
2,test6_part2_5,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0205.mp3,6,
2,test6_part2_6,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0206.mp3,6,
2,test6_part2_7,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0207.mp3,6,
2,test6_part2_8,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0208.mp3,6,
2,test6_part2_9,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0210.mp3,6,
2,test6_part2_10,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0211.mp3,6,
2,test6_part2_11,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0212.mp3,6,
