question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test16_1,test16_part1_1,Look at the picture marked number 1 in your test book,2,(A) A,(B) B,(C) C,(D) D
test16_2,test16_part1_2,Look at the picture marked number 2 in your test book,3,(A) A,(B) B,(C) C,(D) D
test16_3,test16_part1_3,Look at the picture marked number 3 in your test book,4,(A) A,(B) B,(C) C,(D) D
test16_4,test16_part2_1,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_5,test16_part2_2,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test16_6,test16_part2_3,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test16_7,test16_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test16_8,test16_part2_5,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_9,test16_part2_6,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test16_10,test16_part2_7,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_11,test16_part2_8,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_12,test16_part2_9,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test16_13,test16_part2_10,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test16_14,test16_part2_11,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_15,test16_part2_12,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test16_16,test16_part2_13,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test16_17,test16_part3_1,Why is the woman calling?,3,(A) To extend a rental period,(B) To confirm an appointment,(C) To offer a part-time job,(D) To accept a proposal
test16_18,test16_part3_1,What does the man ask the woman to do?,2,(A) Interpret for her supervisor,(B) Send an advance payment,(C) Submit an official request,(D) Provide a work space
test16_19,test16_part3_1,What will the woman inform the man about?,2,(A) A requirement,(B) A deadline,(C) A meeting time,(D) A company policy
test16_20,test16_part3_2,Where does the man work?,4,(A)At a community center,(B)At a museum,(C)At a university,(D)At a library
test16_21,test16_part3_2,What does the woman want to do?,1,(A)Research modern poets,(B)Purchase a ticket,(C)Conduct some experiments,(D)Sign up for evening classes
test16_22,test16_part3_2,What does the man offer to do?,1,(A)Give a private tour,(B)Provide a discount,(C)Send her some materials,(D)Contact a tour guide
