part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id,
1,test4_part1_1,https://estudyme.hoc102.com/legacy-data/kstoeic/images/6786394_1564544450886.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/30878401.mp3,4,
1,test4_part1_2,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3321079_1564544452483.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/91065056.mp3,4,
1,test4_part1_3,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3267850_1564544453788.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/900730.mp3,4,
1,test4_part1_4,https://estudyme.hoc102.com/legacy-data/kslearning/images/432573172-1620725920118-pic5.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/60344039.mp3,4,
1,test4_part1_5,https://estudyme.hoc102.com/legacy-data/kslearning/images/402218747-1620725955583-pic6.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/07/01/32133498.mp3,4,
1,test4_part1_6,https://estudyme.hoc102.com/legacy-data/kslearning/images/974773515-1620725896104-pic3.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/10164366.mp3,4,
2,test4_part2_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0211.mp3,4,
2,test4_part2_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0212.mp3,4,
2,test4_part2_3,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0213.mp3,4,
2,test4_part2_4,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0214.mp3,4,
2,test4_part2_5,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0215.mp3,4,
2,test4_part2_6,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0216.mp3,4,
2,test4_part2_7,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0217.mp3,4,
2,test4_part2_8,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0218.mp3,4,
2,test4_part2_9,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0219.mp3,4,
2,test4_part2_10,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0220.mp3,4,
2,test4_part2_11,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0221.mp3,4,
2,test4_part2_12,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0222.mp3,4,
2,test4_part2_13,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0223.mp3,4,
2,test4_part2_14,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0215.mp3,4,
2,test4_part2_15,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0216.mp3,4,
2,test4_part2_16,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0217.mp3,4,
2,test4_part2_17,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0218.mp3,4,
2,test4_part2_18,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0219.mp3,4,
2,test4_part2_19,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0220.mp3,4,
2,test4_part2_20,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0221.mp3,4,
2,test4_part2_21,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/46972225.mp3,4,
2,test4_part2_22,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/51864012.mp3,4,
2,test4_part2_23,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/69779558.mp3,4,
2,test4_part2_24,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/53517470.mp3,4,
2,test4_part2_25,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/75499226.mp3,4,
3,test4_part3_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0305.mp3,4,
3,test4_part3_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0306.mp3,4,
