question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test2_1,test2_part1_1,Look at the picture marked number 1 in your test book,1,(A) A,(B) B,(C) C,(D) D
test2_2,test2_part1_2,Look at the picture marked number 2 in your test book,2,(A) A,(B) B,(C) C,(D) D
test2_3,test2_part1_3,Look at the picture marked number 3 in your test book,4,(A) A,(B) B,(C) C,(D) D
test2_4,test2_part1_4,Look at the picture marked number 4 in your test book,4,(A) A,(B) B,(C) C,(D) D
test2_5,test2_part1_5,Look at the picture marked number 5 in your test book,3,(A) A,(B) B,(C) C,(D) D
test2_6,test2_part1_6,Look at the picture marked number 6 in your test book,1,(A) A,(B) B,(C) C,(D) D
test2_7,test2_part2_1,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_8,test2_part2_2,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_9,test2_part2_3,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_10,test2_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_11,test2_part2_5,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_12,test2_part2_6,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_13,test2_part2_7,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_14,test2_part2_8,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_15,test2_part2_9,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_16,test2_part2_10,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_17,test2_part2_11,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_18,test2_part2_12,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_19,test2_part2_13,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_20,test2_part2_14,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_21,test2_part2_15,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_22,test2_part2_16,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_23,test2_part2_17,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_24,test2_part2_18,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_25,test2_part2_19,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_26,test2_part2_20,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test2_27,test2_part2_21,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_28,test2_part2_22,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_29,test2_part2_23,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_30,test2_part2_24,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test2_31,test2_part2_25,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test2_32,test2_part3_1,Who is Mr. Stevens?,2,(A)A customer service agent,(B)An online shopper,(C)A lighting specialist,(D)A corporate buyer
test2_33,test2_part3_1,What is the man asked to do?,1,(A)Give an invoice number,(B)Confirm credit card details,(C)Wait for a return phone call,(D)Explain a complicated process
test2_34,test2_part3_1,What will the man receive?,2,(A)A full refund,(B)A lighting control device,(C)An apology letter,(D)A new invoice
test2_35,test2_part3_2,Where does the man work?,4,(A)At a community center,(B)At a museum,(C)At a university,(D)At a library
test2_36,test2_part3_2,What does the woman want to do?,1,(A)Research modern poets,(B)Purchase a ticket,(C)Conduct some experiments,(D)Sign up for evening classes
test2_37,test2_part3_2,What does the man offer to do?,1,(A)Give a private tour,(B)Provide a discount,(C)Send her some materials,(D)Contact a tour guide
test2_38,test2_part3_3,Where is the conversation taking place?,2,(A)At a park,(B)At a fitness facility,(C)At an institute,(D)At a medical center
test2_39,test2_part3_3,What is the man preparing for?,3,(A)A football tryout,(B)A basketball tournament,(C)An upcoming marathon,(D)A tennis competition
test2_40,test2_part3_3,What does the woman offer the man?,1,(A)A class schedule,(B)A private session,(C)A free membership,(D)Some used equipment
test2_41,test2_part3_4,What problem is the man calling about?,4,(A)A customer account has been canceled.,(B)An appliance has not arrived.,(C)A machine is missing some parts.,(D)A device is out of order.
test2_42,test2_part3_4,What does the woman say she will do?,2,(A)Contact the manufacturer,(B)Send a professional,(C)Replace the faulty item,(D)Look online for a solution
test2_43,test2_part3_4,What does the woman recommend doing?,2,(A)Using different model,(B)Removing items from a machine,(C)Contacting a manufacturer’s helpline,(D)Attempting a home repair
test2_44,test2_part3_5,Where will the woman make a transfer?,3,(A)Coventry,(B)Leicester,(C)Birmingham,(D)Sheffield
test2_45,test2_part3_5,What most likely is the man’s job?,1,(A)Train attendant,(B)Bus driver,(C)Cafe worker,(D)Tour guide
test2_46,test2_part3_5,What does the man offer to do?,4,(A)Guide the woman to her seat,(B)Announce the stop before arrival,(C)Show the woman station signs,(D)Give the woman a map
test2_47,test2_part3_6,Who most likely is the woman?,4,(A)A business consultant,(B)A department manager,(C)A senior engineer,(D)A product developer
test2_48,test2_part3_6,What problem does the woman mention?,1,(A)The machine isn’t working properly.,(B)A piece has broken off.,(C)She requires new batteries.,(D)She wasn’t given enough time.
test2_49,test2_part3_6,What does the man suggest doing?,2,(A)Starting the project over from the beginning,(B)Consulting with more knowledgeable staff,(C)Begin working on another project,(D)Getting feedback from customers
test2_50,test2_part3_7,Where does the woman most likely work?,3,(A)At a shipping company,(B)At a warehouse,(C)At a contracting company,(D)At a consulting firm
test2_51,test2_part3_7,What is the purpose of the woman’s call?,4,(A)To change the size of an item,(B)To inquire about delivery options,(C)To check the status of an order,(D)To request pricing information
test2_52,test2_part3_7,What does the man tell the woman about?,2,(A)A customization charge,(B)An alternative delivery option,(C)A similar product,(D)Another supplier
test2_53,test2_part3_8,What did the woman do before work?,4,(A)Went to the gym,(B)Interviewed a CEO,(C)Visited a client,(D)Purchased a newspaper
test2_54,test2_part3_8,What does the man say he is thinking about doing?,1,(A)Subscribing to a publication,(B)Filing a complaint,(C)Ordering an item online,(D)Paying the woman a bonus
test2_55,test2_part3_8,Why does the man ask the woman to come back later?,3,(A)To sign some paperwork,(B)To report on a meeting,(C)To pick up a document,(D)To read a review
test2_56,test2_part3_9,Why does the woman indicate she is pleased?,4,(A)She came in first in a prize draw.,(B)She developed a sales pitch.,(C)She recently won a new client.,(D)She reached a maximum bonus.
test2_57,test2_part3_9,What will be the topic of the woman’s presentations?,2,(A)Creating memorable advertisements,(B)Analyzing customer needs,(C)Gathering feedback online,(D)Developing new products
test2_58,test2_part3_9,When will the introductory lecture be given?,2,(A)On September 1,(B)On September 2,(C)On September 6,(D)On September 10
test2_59,test2_part3_10,Where is the conversation taking place?,2,(A)At a furniture store,(B)At an electronics store,(C)At a coffee shop,(D)At a utility company
