question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test7_1,test7_part1_1,Look at the picture marked number 1 in your test book,2,(A) A,(B) B,(C) C,(D) D
test7_2,test7_part1_2,Look at the picture marked number 2 in your test book,3,(A) A,(B) B,(C) C,(D) D
test7_3,test7_part1_3,Look at the picture marked number 3 in your test book,2,(A) A,(B) B,(C) C,(D) D
test7_4,test7_part1_4,Look at the picture marked number 4 in your test book,2,(A) A,(B) B,(C) C,(D) D
test7_5,test7_part1_5,Look at the picture marked number 5 in your test book,3,(A) A,(B) B,(C) C,(D) D
test7_6,test7_part1_6,Look at the picture marked number 6 in your test book,1,(A) A,(B) B,(C) C,(D) D
test7_7,test7_part2_1,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_8,test7_part2_2,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_9,test7_part2_3,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test7_10,test7_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test7_11,test7_part2_5,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_12,test7_part2_6,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_13,test7_part2_7,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_14,test7_part2_8,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_15,test7_part2_9,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_16,test7_part2_10,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test7_17,test7_part2_11,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_18,test7_part2_12,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_19,test7_part2_13,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_20,test7_part2_14,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_21,test7_part2_15,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_22,test7_part2_16,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test7_23,test7_part2_17,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_24,test7_part2_18,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_25,test7_part2_19,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_26,test7_part2_20,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_27,test7_part2_21,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test7_28,test7_part2_22,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_29,test7_part2_23,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_30,test7_part2_24,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test7_31,test7_part2_25,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test7_32,test7_part3_1,Where most likely do the speakers work?,4,(A) At a software company,(B) At a marketing firm,(C) At a travel agency,(D) At a graphic design company
test7_33,test7_part3_1,What is the woman’s complaint about the training session?,3,(A) There were not enough seats.,(B) The registration fee was too high.,(C) There was no time for inquiries.,(D) The instructor’s presentation was lengthy.
test7_34,test7_part3_1,What does the man suggest?,4,(A) Attending another training session,(B) Transferring to a new department,(C) Reviewing a training manual,(D) Contacting the instructor
test7_35,test7_part3_2,Where is this conversation most likely taking place?,4,(A) At a robot exhibition,(B) At a computer system convention,(C) At a machinery shop,(D) In a manufacturing plant
test7_36,test7_part3_2,Why is the man impressed?,1,(A) The equipment is of high quality.,(B) The factory is selling expensive devices.,(C) The robots are working instead of people.,(D) The machines are very clean.
test7_37,test7_part3_2,What is the woman wondering?,1,(A) The cost of a system upgrade,(B) The location of a factory,(C) A time for installation,(D) A report on company’s performance
test7_38,test7_part3_3,Why is Mr. Ransh upset?,1,(A) He did not receive a document.,(B) The woman canceled an appointment.,(C) He doesn’t like the woman’s design.,(D) The construction of a building has cancelled.
test7_39,test7_part3_3,What did the woman do last week?,3,(A) She had a business meeting with Mr. Ransh.,(B) She made changes in a blueprint design.,(C) She sent an e-mail to Mr. Ransh.,(D) She talked with Mr. Ransh on the phone.
test7_40,test7_part3_3,What will the woman most likely do next?,2,(A) Call Mr. Ransh,(B) Send a document,(C) Visit Mr. Ransh,(D) Redesign the blueprints
test7_41,test7_part3_4,Where did Janice stay when she was in Athens?,1,(A) In a hotel,(B) At a friend’s house,(C) In an office,(D) In her home
test7_42,test7_part3_4,Why did the man go to Athens?,3,(A) For a family trip,(B) For a vacation,(C) For a business trip,(D) For a promotion
test7_43,test7_part3_4,How did Janice mostly spend her vacation?,2,(A) Eating various Greek foods,(B) Relaxing on the beach,(C) Shopping,(D) Sightseeing
test7_44,test7_part3_5,What are the speakers talking about?,2,(A) Food on the menu,(B) A dinner for guests,(C) A good place to eat,(D) A presentation coming up next month
test7_45,test7_part3_5,What will happen at 8 o’clock?,3,(A) A presentation will take place as scheduled.,(B) They will go home.,(C) Food will be served.,(D) They will call the caterer.
test7_46,test7_part3_5,What will probably happen next?,1,(A) They will do the presentation.,(B) They will go to the caterer.,(C) They will go to a restaurant.,(D) They will cancel the event.
test7_47,test7_part3_6,What is the woman concerned about?,2,(A) She is late for the conference.,(B) She cannot find her documents.,(C) She needs to practice a presentation speech.,(D) Her bag is missing.
test7_48,test7_part3_6,What does the woman suggest the man do?,3,(A) Help her find some materials,(B) Go to her office,(C) Prepare for the meeting,(D) Rewrite some papers
test7_49,test7_part3_6,Where will the woman go next?,3,(A) To the conference room,(B) To her house,(C) To her office,(D) To a copying store
test7_50,test7_part3_7,"What does the man mean when he says, “Well, you sure made a great choice there”?",2,(A) He wanted the opportunity to use his background.,(B) He decided to hire the woman as a salesperson.,(C) He looked over her resume and cover letter.,(D) He applied after seeing the newspaper advertisement.
test7_51,test7_part3_7,Why does Ms. Landers have to go to the Personnel Department?,4,(A) To introduce herself to the employees,(B) To have an interview,(C) To apply for a job,(D) To fill out some papers
test7_52,test7_part3_7,When will Ms. Landers probably start working?,4,(A) Today,(B) Tomorrow,(C) Next week,(D) In two weeks
test7_53,test7_part3_8,How do the speakers know each other?,1,(A) They graduated from the same university.,(B) They are business colleagues.,(C) They are currently on the same chess team.,(D) They are professors at a college.
test7_54,test7_part3_8,How many years ago were the speakers at this place?,3,(A) Five,(B) Ten,(C) Fifteen,(D) Fifty
test7_55,test7_part3_8,"According to the woman, what is one of her favorite memories?",3,(A) The graduation ceremony,(B) Studying with friends,(C) Winning a prize,(D) Walking around the campus
test7_56,test7_part3_9,Who is the woman?,3,(A) A restaurant manager,(B) A presentation participant,(C) A workshop organizer,(D) A cook
test7_57,test7_part3_9,"What does the woman mean when she says, “I have a weekly meeting soon”?",1,(A) She cannot talk with the man for long.,(B) She will discuss the problem soon.,(C) She will invite the man to a weekly meeting.,(D) She will participate in the workshop next Friday.
test7_58,test7_part3_9,What does Kimmy additionally want?,2,(A) A cheaper price,(B) Additional food items,(C) Some alcohol,(D) Dinner menus
test7_59,test7_part3_10,What is the conversation about?,2,(A) Advertising a website,(B) Making schedules,(C) Improving interview skills,(D) Organizing a conference
test7_60,test7_part3_10,What will happen on Thursday?,1,(A) Job interviews will take place.,(B) They will attend a conference.,(C) A website will be renewed.,(D) They will leave on a business trip.
test7_61,test7_part3_10,What are clients complaining about?,1,(A) A website,(B) A building’s design,(C) A schedule for job interview,(D) A conference date
test7_62,test7_part3_11,Why do they need to send the order today?,1,(A) Because the company is closing for Christmas.,(B) Because the company is closing for New Years.,(C) The company doesn’t have the item.,(D) They have delayed the order.
test7_63,test7_part3_11,Look at the graphic. What will the man NOT order for the woman?,4,(A) Wrapping paper,(B) A headset,(C) Business cards,(D) Carbon paper
test7_64,test7_part3_11,What does the woman ask the man to do?,1,(A) Send her the order form,(B) Send her a headset,(C) Revise the memo,(C) Revise the memo
test7_65,test7_part3_12,What does the woman say to the man?,4,(A) She wants to place an order.,(B) She needs to borrow a box.,(C) She has a new telephone number.,(D) She received some clothes.
test7_66,test7_part3_12,What is the man preparing for?,4,(A) A job interview,(B) A business trip,(C) A vacation,(D) A presentation
test7_67,test7_part3_12,Look at the graphic. What did the man forget to do?,1,(A) Include his name,(B) Write zip code,(C) Write his department,(D) Order some clothes
test7_68,test7_part3_13,Where does this conversation take place?,3,(A) In a restaurant,(B) In a hospital,(C) In a grocery store,(D) In a fitness center
test7_69,test7_part3_13,Look at the graphic. Which of the ingredients does the woman express concern about?,3,(A) Fat,(B) Sugar,(C) Sodium,(D) Protein
test7_70,test7_part3_13,What does the woman suggest the man do?,4,(A) Try another soup and salad,(B) Speak with a doctor,(C) Become a strict vegetarian,(D) Purchase a different item
test7_71,test7_part4_1,Why is Alright Ales worried?,1,(A) They have a new competitor.,"(B) They are nervous about their new beers,",(C) They are not in the top 5 of the market share in Northcut.,(D) They will have to cut staff.
test7_72,test7_part4_1,What will the company likely do with the results of the survey?,3,(A) Change the label of the Red Ale,(B) Work on the Belgium Ale,(C) Begin marketing the chosen beers,(D) Start working on a new style of beer
