question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test14_1,test14_part1_1,Look at the picture marked number 6 in your test book,1,(A) A,(B) B,(C) C,(D) D
test14_2,test14_part1_2,Look at the picture marked number 4 in your test book,4,(A) A,(B) B,(C) C,(D) D
test14_3,test14_part1_3,Look at the picture marked number 5 in your test book,3,(A) A,(B) B,(C) C,(D) D
test14_4,test14_part2_1,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_5,test14_part2_2,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_6,test14_part2_3,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test14_7,test14_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_8,test14_part2_5,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test14_9,test14_part2_6,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test14_10,test14_part2_7,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test14_11,test14_part2_8,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test14_12,test14_part2_9,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_13,test14_part2_10,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test14_14,test14_part2_11,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test14_15,test14_part2_12,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_16,test14_part2_13,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test14_17,test14_part3_1,What was the woman doing in New York?,3,(A) Taking a vacation,(B) Visiting family,(C) Looking for new staff,(D) Meeting clients
test14_18,test14_part3_1,What does the woman imply when she says â€œAre they real?â€,2,(A) The flowers look really good.,(B) The flowers look fake.,(C) She is surprised to see them.,(D) She thinks they are real.
test14_19,test14_part3_1,What does the man offer to do?,3,(A) Give her a promotion,(B) Send her a gift card,(C) Have flowers delivered to her office,(D) Send her a gift card
test14_20,test14_part3_2,Where will the woman make a transfer?,3,(A)Coventry,(B)Leicester,(C)Birmingham,(D)Sheffield
test14_21,test14_part3_2,What most likely is the manâ€™s job?,1,(A)Train attendant,(B)Bus driver,(C)Cafe worker,(D)Tour guide
test14_22,test14_part3_2,What does the man offer to do?,4,(A)Guide the woman to her seat,(B)Announce the stop before arrival,(C)Show the woman station signs,(D)Give the woman a map
test14_23,test14_part3_3,What field do the speakers work in?,4,(A) Education,(B) Manufacturing,(C) Product development,(D) Interior design
test14_24,test14_part3_3,What does the man plan to do?,1,(A) Choose different furniture,(B) Share a building plan,(C) Change a color scheme,(D) Place an order for wallpaper
test14_25,test14_part3_3,"According to the woman, why will the speakers have to wait?",3,(A) A shipment has been delayed.,(B) A contract has not been signed yet.,(C) Authorization must first be obtained.,(D) Some equipment is out of order.
test14_26,test14_part3_4,What type of event does the man want to attend?,3,(A)A band concert,(B)A comedy show,(C)A dance performance,(D)A stage play
test14_27,test14_part3_4,What does the man inquire about?,4,(A)The venueâ€™s location,(B)The discount for groups,(C)The fees for booking,(D)The showâ€™s duration
test14_28,test14_part3_4,Look at the graphic. How much will the man pay per ticket?,4,(A)$30,(B)$35,(C)$40,(D)$45
test14_29,test14_part3_5,Where does the woman likely work?,1,(A) A camping store,(B) A hardware store,(C) A medical clinic,(D) A shipping company
test14_30,test14_part3_5,Look at the graphic. What is the man missing?,2,(A) Carry bag,(B) Portable gas stove,(C) Camping mats,(D) Sleeping bags
test14_31,test14_part3_5,What does the woman offer to do?,3,(A) Give him a full refund,(B) Give him a 15% discount voucher,(C) Give him a 15% refund,(D) Give him a free tent
test14_32,test14_part3_6,What does the man say he is planning on doing with his office?,2,(A) Renovate it,(B) Sell it,(C) Clean it,(D) Repaint it
test14_33,test14_part3_6,Look at the graphic. What is the carpet made of?,3,(A) Frieze,(B) Shag Pile,(C) Velvet,(D) Woven Carpet
test14_34,test14_part3_6,What does the man say he will do?,4,(A) Buy the carpet today,(B) Ask his wife about it,(C) Tell his manager,(D) Think about it and come back
test14_35,test14_part4_1,What is the reason for the meeting?,1,(A) To announce a new partnership,(B) To introduce a new manager,(C) To propose a budget plan,(D) To announce his retirement
test14_36,test14_part4_1,What does the woman imply when she says â€œAnd why wouldnâ€™t we?â€,1,(A) To suggest the partnership is good,(B) To review some materials,(C) To recommend a new method,(D) To offer a training program
test14_37,test14_part4_1,What does the woman suggest the studio staff do?,4,(A) Go on vacation,(B Continue using the old equipment,(C) Produce a movie,(D) Study the new equipment
test14_38,test14_part4_2,What is this message about?,2,(A)A road construction,(B)A power outage,(C)A weather report,(D)A news program
test14_39,test14_part4_2,When will the work probably be completed?,2,(A)Tonight,(B)Tomorrow morning,(C)Tomorrow night,(D)Next week
test14_40,test14_part4_2,When will the announcements be updated?,3,(A)Every 10 minutes,(B)Every 30 minutes,(C)Every hour,(D)Every 2 hours
test14_41,test14_part4_3,Why is this event being held?,4,(A)To introduce a newly-released album,(B)To award some employees,(C)To promote a new product,(D)To thank some customers
test14_42,test14_part4_3,Who is Glenn Cross?,2,(A)A cook,(B)A musician,(C)A gift wrapper,(D)A staff member
test14_43,test14_part4_3,"What does the man mean when he says, â€œOnce again, I would like to express my gratitudeâ€?",3,(A)The company is a newly-established company.,(B)The company has the most employees.,(C)The company had a successful year.,(D)The company produces famous singers.
test14_44,test14_part4_4,What is the purpose of the trip to Moscow?,2,(A) To finalize a contract,(B) To visit a factory,(C) To give a product demonstration,(D) To renovate a building
test14_45,test14_part4_4,What is the reason for the delayed departure?,2,(A) A necessary document is not ready.,(B) Some construction is underway.,(C) A company has gone out of business.,(D) Building materials have not arrived yet.
test14_46,test14_part4_4,What does the speaker say she will send to the listener?,3,(A) A copy of her passport,(B) A plane ticket,(C) An itinerary,(D) A blueprint
test14_47,test14_part4_5,What is the purpose of this message?,1,(A)To request Mr. Warrenâ€™s approval of travel arrangements,(B)To inform Ms. Huntâ€™s supervisor of her travel plan,(C)To confirm flight reservations for Sunwing Airlines,(D)To request a hotel reservation for a trip to London
test14_48,test14_part4_5,What did Mr. Warren request?,4,(A)Reservations for a group tour,(B)Schedule in New Delhi,(C)A hotel reservation in London,(D)A daytime flight
test14_49,test14_part4_5,Look at the graphic. What flight will replace Sunwing Airlines Flight 75?,3,(A)Flight 342,(B)Flight 564,(C)Flight 893,(D)Flight 1163
test14_50,test14_part5_1,"During his tour of the newly constructed building, Mr. Pierce was _____by some staff members of the engineering office.",2,(A) accompany,(B) accompanied,(C) accompanies,(D) accompanying
test14_51,test14_part5_2,The city created several bike lanes in order to encourage citizens to decline driving to work _____ biking instead.,2,(A) in regard to,(B) in favor of,(C) in terms of,(D) in spite of
test14_52,test14_part5_3,An experienced store manager considers customer _____ a useful means of improving the services of his or her company.,1,(A) suggestions,(B) to suggest,(C)suggesting,(D)suggested
test14_53,test14_part5_4,Supervisors are required to submit progress reports to the senior project manager on a monthly_____.,4,(A) basing,(B) based,(C)base,(D)basis
test14_54,test14_part5_5,_____ making structural changes to a house must first apply for a building permit.,4,(A) Our,(B) Who,(C) Them,(D) Anyone
test14_55,test14_part5_6,The train delays on the Trenton line were caused by a _____ error at one of the stations.,3,(A) proceed,(B) proceeded,(C) procedural,(D) procedurally
test14_56,test14_part5_7,"Should the customer believe that the proposed color scheme is not _____, the interior designer can make adjustments.",2,(A) attract,(B) attractive,(C) attracted,(D) attractively
test14_57,test14_part5_8,The successful candidate will be contacted by an HR representative once the hiring committee makes its ______ decision.,3,(A) disposable,(B) numerous,(C) final,(D) portable
test14_58,test14_part5_9,This palace was______ used for public ceremonies and celebrations.,1,(A) traditionally,(B) traditional,C) tradition,(D) traditions
test14_59,test14_part5_10,"After the tellers at Stewart Bank underwent extensive training, they treated the customers ______.",1,(A) more courteously,(B) courteous,(C) most courteous,(D) courtesy
test14_60,test14_part5_11,"The cost of the two-bedroom apartment is $900 a month and, as _____ in the rental agreement, pets are not permitted.",2,(A)detailing,(B)detailed,(C)details,(D)detail
test14_61,test14_part5_12,Complaints about the bankâ€™s online services have become _____ since the IT department fixed the problems on the Website.,4,(A)uninterested,(B)outstanding,(C)required,(D)rare
test14_62,test14_part5_13,Dr. Carmen Watsonâ€™s lecture put an _____on how medical practitioners could efficiently respond to emergency situations.,1,(A)emphasis,(B)emphasized,(C)emphasizes,(D)emphasize
test14_63,test14_part5_14,"With its net earnings _____ by 25% every year, Kingston Foods is the most profitable company of Holerton Holdings, Inc.",1,(A)increasing,(B)increased,(C)increases,(D)increase
test14_64,test14_part5_15,"Through his extensive research into acquiring language skills, Dr. Harvey Ward has proven ______ to be a leader in the field.",3,(A) he,(B) his,(C) himself,(D) him
test14_65,test14_part6_1,Question 131,4,(A) submission,(B) placement,(C) review,(D) inquiry
test14_66,test14_part6_1,Question 132,1,(A) over,(B) around,(C) until,(D) through
test14_67,test14_part6_1,Question 133,3,(A) exist,(B) existed,(C) existing,(D) exists
test14_68,test14_part6_1,Question 134,2,(A) It is a pleasure doing business with you,(B) We hope to hear from you soon.,(C) Please send us an email.,(D) Best wishes for your continued success.
test14_69,test14_part6_2,Question 69,4,(A) As a result,(B) Moreover,(C) On the other hand,(D) Unfortunately
test14_70,test14_part6_2,Question 70,2,(A) is expressing,(B) have expressed,(C) expression,(D) be expressive
test14_71,test14_part6_2,Question 71,1,"(A) However, some of the noises are inevitable due to the nature of the businesses.",(B) They will fully cooperate with our committee.,(C) They have responded to our concerns and will work to keep noise levels low.,"(D) However, they are losing money over this matter."
test14_72,test14_part6_2,Question 72,3,(A) continue,(B) continues,(C) continued,(D) be continuing
test14_73,test14_part7_1,What is the announcement mainly about?,2,(A) The formation of a new employment union,(B) The creation of a financial oversight committee,(C) The launch of a recruitment effort,(D) The start of a change in local legislation
test14_74,test14_part7_1,When is the group due to begin work?,1,(A) At the beginning of May,(B) At the end of the year,(C) At the beginning of the summer,(D) At the end of this month
test14_75,test14_part7_1,What should interested parties do to get involved?,3,(A) Sign a petition,(B) Attend a meeting,(C) Send an e-mail,(D) Fill out a form
test14_76,test14_part7_2,What is mentioned about Marigold Bakery?,3,(A) It is internationally known.,(B) It employs local students.,(C) It offers options for those with dietary restrictions.,(D) Its store space can be rented for various events.
test14_77,test14_part7_2,"According to the advertisement, what will happen in September?",1,(A) The store will shut down for renovations.,(B) A classroom will be constructed.,(C) The menu will be expanded.,(D) The shop will cater a community event.
test14_78,test14_part7_2,What is indicated about the cooking class?,4,(A) It will be held at a community center this year.,(B) It has been going on for over 30 years.,(C) It is taught by an experienced baker.,(D) It is designed for local teenagers.
test14_79,test14_part7_3,What is being advertised?,1,(A)An office interior design service,(B)A home-landscaping businesses,(C)A course in floral design,(D)A book on interior design
test14_80,test14_part7_3,What does Office Decor Inc. NOT advertise in the notice?,3,(A)A wide choice of design options,(B)Free consultation for new customers,(C)Shipment of imported flowers,(D)An in-house design team
test14_81,test14_part7_3,"The word â€œconsideringâ€ in paragraph 1 line 1, is closest in meaning to",4,(A)working on,(B)regarding,(C)recognizing,(D)thinking about
test14_82,test14_part7_3,What special offer is mentioned?,3,(A)Second office for 25% off,(B)Discounted office furniture,(C)Free flower arrangement,(D)Wallpaper at half price
test14_83,test14_part7_4,What is indicated about Lagrange Clothing?,3,(A)Its global sales have improved considerably.,(B)It was originally founded in Brussels.,(C)It has previously focused on domestic sales.,(D)It intends to open a manufacturing plant in London.
test14_84,test14_part7_4,What is suggested about Lagrange Clothingâ€™s European stores?,4,(A)They will primarily sell world-famous clothing brands.,(B)They will be the largest of the companyâ€™s locations.,(C)They have recently been visited by Peter Radcliffe.,(D)They are scheduled to open for business next March.
test14_85,test14_part7_4,"According to the article, what has Lagrange Clothing accomplished this year?",3,(A)It achieved more sales than its competitors.,(B)It made a business deal with a foreign firm.,(C)It opened its latest fashion store.,(D)It released a new line of clothing.
