question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test6_1,test6_part1_1,Look at the picture marked number 1 in your test book,3,(A) A,(B) B,(C) C,(D) D
test6_2,test6_part1_2,Look at the picture marked number 2 in your test book,4,(A) A,(B) B,(C) C,(D) D
test6_3,test6_part1_3,Look at the picture marked number 3 in your test book,2,(A) A,(B) B,(C) C,(D) D
test6_4,test6_part1_4,Look at the picture marked number 4 in your test book,1,(A) A,(B) B,(C) C,(D) D
test6_5,test6_part1_5,Look at the picture marked number 5 in your test book,4,(A) A,(B) B,(C) C,(D) D
test6_6,test6_part1_6,Look at the picture marked number 6 in your test book,4,(A) A,(B) B,(C) C,(D) D
test6_7,test6_part2_1,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_8,test6_part2_2,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test6_9,test6_part2_3,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_10,test6_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test6_11,test6_part2_5,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_12,test6_part2_6,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test6_13,test6_part2_7,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test6_14,test6_part2_8,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_15,test6_part2_9,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test6_16,test6_part2_10,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_17,test6_part2_11,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test6_18,test6_part2_12,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test6_19,test6_part2_13,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test6_20,test6_part2_14,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test6_21,test6_part2_15,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test6_22,test6_part2_16,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
