part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id
1,test17_part1_1,https://estudyme.hoc102.com/legacy-data/kstoeic/images/7496768_1564544766492.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0101.mp3,17
1,test17_part1_2,https://estudyme.hoc102.com/legacy-data/kstoeic/images/7151938_1564544767842.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0102.mp3,17
1,test17_part1_3,https://estudyme.hoc102.com/legacy-data/kstoeic/images/9752983_1564544769128.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0103.mp3,17
2,test17_part2_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0202.mp3,17
2,test17_part2_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0202.mp3,17
2,test17_part2_3,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0203.mp3,17
2,test17_part2_4,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0204.mp3,17
2,test17_part2_5,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0205.mp3,17
2,test17_part2_6,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0206.mp3,17
2,test17_part2_7,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0207.mp3,17
2,test17_part2_8,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0208.mp3,17
2,test17_part2_9,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0209.mp3,17
2,test17_part2_10,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0210.mp3,17
2,test17_part2_11,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0211.mp3,17
2,test17_part2_12,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0212.mp3,17
2,test17_part2_13,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test07_0213.mp3,17
3,test17_part3_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74068035.mp3,17
3,test17_part3_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74068035.mp3,17
3,test17_part3_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74068035.mp3,17
3,test17_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/78867473.mp3,17
3,test17_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/78867473.mp3,17
3,test17_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/78867473.mp3,17
3,test17_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/59643915.mp3,17
3,test17_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/59643915.mp3,17
3,test17_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/59643915.mp3,17
3,test17_part3_4,https://drive.google.com/uc?export=view&id=1PBspjDtN0DmY4FJ4Du5C_fUyRb-RDfEW,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0311.mp3,17
3,test17_part3_4,https://drive.google.com/uc?export=view&id=1PBspjDtN0DmY4FJ4Du5C_fUyRb-RDfEW,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0311.mp4,17
3,test17_part3_4,https://drive.google.com/uc?export=view&id=1PBspjDtN0DmY4FJ4Du5C_fUyRb-RDfEW,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0311.mp5,17
3,test17_part3_5,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3768637_1564544455406.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0312.mp3,17
3,test17_part3_5,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3768637_1564544455406.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0312.mp4,17
3,test17_part3_5,https://estudyme.hoc102.com/legacy-data/kstoeic/images/3768637_1564544455406.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0312.mp5,17
3,test17_part3_6,https://drive.google.com/uc?export=view&id=109chkKnB-Rx_1UjZYe_8bJMnPROb3mhN,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test06_0313.mp3,17
