part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id
1,test7_part1_1,https://estudyme.hoc102.com/legacy-data/kstoeic/images/7458092_1562640041010.png,,,,,https://storage.googleapis.com/estudyme/toeic/2024/10/09/13548419.mp3,7
1,test7_part1_2,https://estudyme.hoc102.com/legacy-data/kslearning/images/432573172-1620725920118-pic5.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/60344039.mp3,7
1,test7_part1_3,https://estudyme.hoc102.com/legacy-data/kslearning/images/402218747-1620725955583-pic6.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/07/01/32133498.mp3,7
1,test7_part1_4,https://estudyme.hoc102.com/legacy-data/kslearning/images/197646363-1620725907323-pic4.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/92521012.mp3,7
1,test7_part1_5,https://estudyme.hoc102.com/legacy-data/kslearning/images/94371017-1620725885110-pic2.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/96373586.mp3,7
1,test7_part1_6,https://estudyme.hoc102.com/legacy-data/kslearning/images/974773515-1620725896104-pic3.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/10164366.mp3,7
2,test7_part2_1,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test05_0213.mp3,7
2,test7_part2_2,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test05_0209.mp3,7
2,test7_part2_3,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test05_0203.mp3,7
2,test7_part2_4,,,,,,https://storage.googleapis.com/estudyme/legacy-data/kstoeic/sound/eco2018_Test05_0216.mp3,7
2,test7_part2_5,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/75499226.mp3,7
2,test7_part2_6,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/1770823.mp3,7
2,test7_part2_7,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/72357308.mp3,7
2,test7_part2_8,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/36169115.mp3,7
2,test7_part2_9,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/4024783.mp3,7
2,test7_part2_10,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/27507251.mp3,7
2,test7_part2_11,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/15066364.mp3,7
2,test7_part2_12,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/64542288.mp3,7
2,test7_part2_13,,,,,,https://storage.googleapis.com/estudyme/dev/2022/07/04/78507086.mp3,7
2,test7_part2_14,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/22349070.mp3,7
2,test7_part2_15,,,,,,https://storage.googleapis.com/estudyme/dev/2022/07/04/44763086.mp3,7
2,test7_part2_16,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/38221030.mp3,7
2,test7_part2_17,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/1002434.mp3,7
2,test7_part2_18,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/59488689.mp3,7
2,test7_part2_19,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/2448937.mp3,7
2,test7_part2_20,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/36497742.mp3,7
