question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test3_1,test3_part1_1,Look at the picture marked number 5 in your test book,4,(A) A,(B) B,(C) C,(D) D
test3_2,test3_part1_2,Look at the picture marked number 6 in your test book,4,(A) A,(B) B,(C) C,(D) D
test3_3,test3_part1_3,Look at the picture marked number 4 in your test book,2,(A) A,(B) B,(C) C,(D) D
test3_4,test3_part1_4,Look at the picture marked number 5 in your test book,3,(A) A,(B) B,(C) C,(D) D
test3_5,test3_part1_5,Look at the picture marked number 6 in your test book,2,(A) A,(B) B,(C) C,(D) D
test3_6,test3_part1_6,Look at the picture marked number 3 in your test book,1,(A) A,(B) B,(C) C,(D) D
test3_7,test3_part2_1,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_8,test3_part2_2,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_9,test3_part2_3,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_10,test3_part2_4,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_11,test3_part2_5,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_12,test3_part2_6,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_13,test3_part2_7,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_14,test3_part2_8,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_15,test3_part2_9,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_16,test3_part2_10,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_17,test3_part2_11,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_18,test3_part2_12,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_19,test3_part2_13,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_20,test3_part2_14,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_21,test3_part2_15,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_22,test3_part2_16,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_23,test3_part2_17,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_24,test3_part2_18,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_25,test3_part2_19,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_26,test3_part2_20,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_27,test3_part2_21,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_28,test3_part2_22,Please listen and choose the correct answer.,2,(A) A,(B) B,(C) C,
test3_29,test3_part2_23,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_30,test3_part2_24,Please listen and choose the correct answer.,1,(A) A,(B) B,(C) C,
test3_31,test3_part2_25,Please listen and choose the correct answer.,3,(A) A,(B) B,(C) C,
test3_32,test3_part3_1,Why is Mr. Ransh upset?,1,(A) He did not receive a document.,(B) The woman canceled an appointment.,(C) He doesnâ€™t like the womanâ€™s design.,(D) The construction of a building has cancelled.
test3_33,test3_part3_1,What did the woman do last week?,3,(A) She had a business meeting with Mr. Ransh.,(B) She made changes in a blueprint design.,(C) She sent an e-mail to Mr. Ransh.,(D) She talked with Mr. Ransh on the phone.
test3_34,test3_part3_1,What will the woman most likely do next?,2,(A) Call Mr. Ransh,(B) Send a document,(C) Visit Mr. Ransh,(D) Redesign the blueprints
