part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id,
1,test12_part1_1,https://estudyme.hoc102.com/legacy-data/kslearning/images/686222436-1620200664524-s1t1q4.jpg,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/26/46998519.mp3,12,
1,test12_part1_2,https://estudyme.hoc102.com/legacy-data/kslearning/images/251172887-1620200678517-s1t1q5.jpg,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/26/64225391.mp3,12,
1,test12_part1_3,https://estudyme.hoc102.com/legacy-data/kslearning/images/603578466-1620201040806-screenshot2021-05-05144817.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/26/11929770.mp3,12,
2,test12_part2_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/87697273.mp3,12,
2,test12_part2_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/58579915.mp3,12,
2,test12_part2_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/97707704.mp3,12,
2,test12_part2_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/11546840.mp3,12,
2,test12_part2_5,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/11385123.mp3,12,
2,test12_part2_6,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/97067174.mp3,12,
2,test12_part2_7,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/38921687.mp3,12,
2,test12_part2_8,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/41360742.mp3,12,
2,test12_part2_9,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/72604498.mp3,12,
2,test12_part2_10,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/7241404.mp3,12,
2,test12_part2_11,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/97478810.mp3,12,
2,test12_part2_12,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/27172836.mp3,12,
2,test12_part2_13,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/47357955.mp3,12,
3,test12_part3_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/48601325.mp3,12,
3,test12_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/37394953.mp3,12,
3,test12_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/36514920.mp3,12,
3,test12_part3_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/45418686.mp3,12,
3,test12_part3_5,https://drive.google.com/uc?export=view&id=1sV71j27G6N2b5embF4cmw_P4eCrCGslN,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/38226815.mp3,12,
3,test12_part3_6,https://drive.google.com/uc?export=view&id=17-8a0yOvgXDqv2SY1m5wVDFTvMIpqoct,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/440276.mp3,12,
4,test12_part4_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/98151227.mp3,12,
4,test12_part4_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/46912061.mp3,12,
4,test12_part4_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74661097.mp3,12,
4,test12_part4_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/25840270.mp3,12,
4,test12_part4_5,https://drive.google.com/uc?export=view&id=1LkyQWzY8bB7R2R4_R469nNUyknw2v_T5,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/33811681.mp3,12,
5,test12_part5_1,,,,,,,12,
5,test12_part5_2,,,,,,,12,
5,test12_part5_3,,,,,,,12,
5,test12_part5_4,,,,,,,12,
5,test12_part5_5,,,,,,,12,
5,test12_part5_6,,,,,,,12,
5,test12_part5_7,,,,,,,12,
5,test12_part5_8,,,,,,,12,
5,test12_part5_9,,,,,,,12,
