part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id
1,test11_part1_1,https://estudyme.hoc102.com/legacy-data/kstoeic/images/4160860_1611544854203.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kslearning/sound/hacker3_0101.04.mp3,11
1,test11_part1_2,https://estudyme.hoc102.com/legacy-data/kstoeic/images/1396790_1611544855384.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kslearning/sound/hacker3_0101.05.mp3,11
1,test11_part1_3,https://estudyme.hoc102.com/legacy-data/kstoeic/images/7102762_1611544856396.png,,,,,https://storage.googleapis.com/estudyme/legacy-data/kslearning/sound/hacker3_0101.06.mp3,11
2,test11_part2_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/46972225.mp3,11
2,test11_part2_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/51864012.mp3,11
2,test11_part2_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/69779558.mp3,11
2,test11_part2_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/53517470.mp3,11
2,test11_part2_5,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/75499226.mp3,11
2,test11_part2_6,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/1770823.mp3,11
2,test11_part2_7,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/72357308.mp3,11
2,test11_part2_8,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/36169115.mp3,11
2,test11_part2_9,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/4024783.mp3,11
2,test11_part2_10,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/27507251.mp3,11
2,test11_part2_11,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/15066364.mp3,11
2,test11_part2_12,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/64542288.mp3,11
2,test11_part2_13,,,,,,https://storage.googleapis.com/estudyme/dev/2022/07/04/78507086.mp3,11
3,test11_part3_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/74068035.mp3,11
3,test11_part3_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/78867473.mp3,11
3,test11_part3_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/59643915.mp3,11
3,test11_part3_4,https://estudyme.hoc102.com/legacy-data/kslearning/images/511506294-1620791494579-part3-1.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/34867286.mp3,11
3,test11_part3_5,https://estudyme.hoc102.com/legacy-data/kslearning/images/813960684-1620791461246-part3-2.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/66404242.mp3,11
3,test11_part3_6,https://estudyme.hoc102.com/legacy-data/kslearning/images/553702711-1620791436005-part3-3.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/79173467.mp3,11
4,test11_part4_1,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/32759585.mp3,11
4,test11_part4_2,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/27856133.mp3,11
4,test11_part4_3,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/80409551.mp3,11
4,test11_part4_4,,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/24580518.mp3,11
4,test11_part4_5,https://estudyme.hoc102.com/dev/2022/06/28/4294338.png,,,,,https://storage.googleapis.com/estudyme/dev/2022/06/27/9013217.mp3,11
5,test11_part5_1,,,,,,,11
5,test11_part5_2,,,,,,,11
5,test11_part5_3,,,,,,,11
5,test11_part5_4,,,,,,,11
5,test11_part5_5,,,,,,,11
5,test11_part5_6,,,,,,,11
5,test11_part5_7,,,,,,,11
5,test11_part5_8,,,,,,,11
5,test11_part5_9,,,,,,,11
5,test11_part5_10,,,,,,,11
5,test11_part5_11,,,,,,,11
5,test11_part5_12,,,,,,,11
5,test11_part5_13,,,,,,,11
5,test11_part5_14,,,,,,,11
5,test11_part5_15,,,,,,,11
6,test11_part6_1,https://drive.google.com/uc?export=view&id=1IIhJjkNqZVztGTKuMW-zjVepgsjoicAM,,,,,,11
6,test11_part6_2,https://drive.google.com/uc?export=view&id=1gquafN_L2_wBVI_I230Ysr-yyV37dp2k,,,,,,11
7,test11_part7_1,https://drive.google.com/uc?export=view&id=1qDx3ewX04OyPtcfFh93AMBgHFFpxcgau,,,,,,11
7,test11_part7_2,https://drive.google.com/uc?export=view&id=1h58g7xUamVfEdoqjt-2qsxmIx6--v6x2,,,,,,11
7,test11_part7_3,https://drive.google.com/uc?export=view&id=16et4wEzk9xF6YEX467rQQN0WehY9uE8j,,,,,,11
7,test11_part7_4,https://drive.google.com/uc?export=view&id=1OtyHMqUHWnyPp1KeC2LZfYUuWzL5yj_J,,,,,,11
7,test11_part7_5,https://drive.google.com/uc?export=view&id=12g3YK452YjeIauJBkuwe-1d4C10fC0jp,https://drive.google.com/uc?export=view&id=1EkjqusvIYpeZYH2YZx5dv8fasnJalVYK,,,,,11
7,test11_part7_6,https://drive.google.com/uc?export=view&id=1iENd4fnLeDifn2hex9yCjgdNaXBhfkVF,https://drive.google.com/uc?export=view&id=1Uz9Fvbx12HwBj5ALjwtvm1_tEU39kI-C,,,,,11
7,test11_part7_7,https://drive.google.com/uc?export=view&id=1N_4lmAuxiIS_RV8byNQqEP9MvBU0-yF_,https://drive.google.com/uc?export=view&id=1JNzCf24JqCT_NEF40PdZ-Axwl7ZBJCaC,,,,,11
